ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
4,Auckland,ASB Classic,12/01/2024,ATP250,Outdoor,Hard,Semifinals,3,Tabilo A.,Fils A.,82,35,707,1208,6,2,7,5,,,,,,,2,0,Completed,4,1.25,4.22,1.27,4.22,1.32,3.72,1.27
4,Auckland,ASB Classic,13/01/2024,ATP250,Outdoor,Hard,The Final,3,Tabilo A.,Daniel T.,82,74,707,739,6,2,7,5,,,,,,,2,0,Completed,2.1,1.73,2.08,1.84,2.15,1.84,2.03,1.77
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Arnaldi M.,Walton A.,41,174,1077,354,7,6,6,2,6,4,,,,,3,0,Completed,1.2,4.5,1.22,4.84,1.23,4.84,1.21,4.48
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Munar J.,Shevchenko A.,82,48,706,975,6,3,6,3,6,1,,,,,3,0,Completed,3.2,1.36,3.06,1.43,3.51,1.48,3,1.4
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Sinner J.,Van De Zandschulp B.,4,59,6490,890,6,4,7,5,6,3,,,,,3,0,Completed,1.06,10,1.06,13.9,1.08,15.96,1.05,10.8
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Kotov P.,Rinderknech A.,65,94,835,629,7,5,6,1,6,7,6,7,6,3,3,2,Completed,1.62,2.3,1.69,2.3,1.72,2.37,1.67,2.23
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Cerundolo F.,Sweeny D.,21,257,1760,228,3,6,6,3,6,4,2,6,6,2,3,2,Completed,1.36,3.2,1.4,3.21,1.4,3.46,1.35,3.22
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Marozsan F.,Cilic M.,67,N/A,823,N/A,6,1,2,6,6,2,7,5,,,3,1,Completed,1.73,2.1,1.76,2.19,1.78,2.22,1.74,2.11
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Seyboth Wild T.,5,77,5010,718,7,5,6,4,3,6,4,6,7,6,3,2,Completed,1.03,17,1.03,25.21,1.04,25.34,1.02,16.12
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Machac T.,Mochizuki S.,75,136,748,457,7,5,6,1,7,5,,,,,3,0,Completed,1.25,4,1.3,3.92,1.31,4,1.27,3.82
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,O Connell C.,Garin C.,68,86,814,680,3,6,7,5,4,6,6,1,7,5,3,2,Completed,1.44,2.75,1.43,3.08,1.48,3.16,1.41,2.95
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,De Jong J.,Cachin P.,161,74,393,763,4,6,6,2,6,3,6,4,,,3,1,Completed,1.36,3.2,1.35,3.55,1.43,3.55,1.37,3.12
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Baez S.,Wolf J.J.,29,57,1435,900,3,6,6,2,6,3,3,0,,,2,1,Retired,2.38,1.57,2.45,1.62,2.46,1.62,2.38,1.58
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Fritz T.,Diaz Acosta F.,12,90,2840,661,4,6,6,3,3,6,6,2,6,4,3,2,Completed,1.03,15,1.04,17.97,1.05,32.26,1.03,14.76
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Galan D.E.,Kubler J.,87,113,676,561,2,6,6,3,7,6,4,6,7,6,3,2,Completed,2.5,1.53,2.49,1.61,2.65,1.61,2.46,1.55
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Halys Q.,Harris L.,110,167,575,371,4,6,7,6,7,5,7,6,,,3,1,Completed,3.2,1.36,3.59,1.34,3.59,1.4,3.34,1.33
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Djokovic N.,Prizmic D.,1,187,11055,321,6,2,6,7,6,3,6,4,,,3,1,Completed,1.01,34,1.02,31.46,1.03,34,1.01,21.89
5,Melbourne,Australian Open,14/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Coric B.,17,40,2100,1100,6,3,7,6,2,6,6,3,,,3,1,Completed,1.53,2.5,1.56,2.6,1.59,2.6,1.54,2.48
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Korda S.,Kopriva V.,26,132,1480,498,6,1,6,4,2,6,4,6,6,2,3,2,Completed,1.08,8,1.08,10.76,1.11,10.76,1.08,8.5
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Ruusuvuori E.,Kypson P.,53,183,921,330,4,6,6,3,6,4,7,6,,,3,1,Completed,1.1,7,1.12,7.85,1.14,8.17,1.11,6.76
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Musetti L.,Bonzi B.,28,106,1440,588,7,6,7,6,4,6,6,2,,,3,1,Completed,1.36,3.2,1.32,3.73,1.4,3.73,1.35,3.25
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Cobolli F.,Jarry N.,100,18,617,1870,6,4,3,6,6,3,2,6,7,5,3,2,Completed,4.5,1.2,4.46,1.25,4.73,1.26,4.24,1.23
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Gaston H.,Carballes Baena R.,97,63,626,846,6,3,6,2,3,6,6,4,,,3,1,Completed,2.2,1.67,2.41,1.64,2.41,1.7,2.29,1.63
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Medvedev D.,Atmane T.,3,144,7555,429,5,7,6,2,6,4,1,0,,,2,1,Retired,1.01,23,1.02,29.45,1.03,29.45,1.02,17.02
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Shelton B.,Bautista Agut R.,16,72,2225,776,6,2,7,6,7,5,,,,,3,0,Completed,1.33,3.4,1.45,2.98,1.5,3.4,1.42,2.9
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Lestienne C.,24,99,1530,619,6,4,6,4,7,6,,,,,3,0,Completed,1.17,5,1.25,4.46,1.25,5.5,1.19,4.82
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Polmans M.,43,154,1052,406,6,3,7,6,6,2,,,,,3,0,Completed,1.17,5,1.2,5.18,1.21,5.5,1.17,5.03
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Mannarino A.,Wawrinka S.,19,56,1765,907,6,4,3,6,5,7,6,3,6,0,3,2,Completed,1.4,3,1.49,2.84,1.49,3.01,1.43,2.84
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Van Assche L.,Duckworth J.,79,95,715,628,6,7,6,3,3,6,6,3,6,3,3,2,Completed,1.73,2.1,1.93,1.98,1.93,2.12,1.82,2
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Tsitsipas S.,Bergs Z.,7,129,4025,508,5,7,6,1,6,1,6,3,,,3,1,Completed,1.1,7,1.12,7.79,1.12,8.9,1.09,7.42
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Mensik J.,Shapovalov D.,142,114,433,560,6,3,7,5,7,5,,,,,3,0,Completed,1.62,2.3,1.74,2.22,1.74,2.32,1.67,2.22
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Altmaier D.,15,50,2430,946,5,7,6,3,7,6,7,6,,,3,1,Completed,1.22,4.33,1.22,4.95,1.25,4.95,1.21,4.48
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Vukic A.,47,64,982,835,3,6,7,6,6,2,3,6,6,4,3,2,Completed,1.4,3,1.35,3.54,1.4,3.56,1.35,3.24
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Kovacevic A.,Tabilo A.,101,49,611,970,6,7,7,6,1,6,6,1,6,3,3,2,Completed,2.2,1.67,2.5,1.6,2.5,1.7,2.32,1.62
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Zhang Zh.,Coria F.,54,84,911,694,6,4,7,6,7,6,,,,,3,0,Completed,1.05,11,1.08,10.71,1.08,12.72,1.06,9.65
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Eubanks C.,Daniel T.,35,58,1215,893,6,4,6,2,6,3,,,,,3,0,Completed,2.2,1.67,2.53,1.59,2.6,1.68,2.37,1.59
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Etcheverry T.,Murray A.,32,44,1375,1050,6,4,6,2,6,2,,,,,3,0,Completed,2.2,1.67,2.42,1.64,2.42,1.68,2.3,1.62
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Hanfmann Y.,76,52,737,929,6,4,6,3,7,5,,,,,3,0,Completed,1.53,2.5,1.53,2.7,1.54,2.75,1.51,2.59
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Goffin D.,20,112,1765,570,6,2,7,5,5,7,6,3,,,3,1,Completed,1.36,3.2,1.42,3.12,1.46,3.2,1.39,3
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Borges N.,Marterer M.,69,96,814,626,7,5,7,6,6,2,,,,,3,0,Completed,2,1.8,2.24,1.73,2.24,1.82,2.12,1.74
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Grenier H.,Muller A.,178,73,340,774,2,6,7,6,4,6,6,4,7,6,3,2,Completed,3.2,1.36,3.19,1.41,3.32,1.41,3.1,1.38
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Raonic M.,10,319,2950,165,6,7,6,3,2,0,,,,,1,1,Retired,1.11,6.5,1.1,8.66,1.12,8.66,1.1,7.15
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Hurkacz H.,Jasika O.,9,343,3320,148,7,6,6,4,6,2,,,,,3,0,Completed,1.02,19,1.03,20.95,1.03,21.63,1.02,15.59
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Kecmanovic M.,Watanuki Y.,60,102,890,610,4,6,7,5,6,3,6,4,,,3,1,Completed,1.3,3.5,1.33,3.67,1.33,3.67,1.31,3.49
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Auger-Aliassime F.,Thiem D.,30,92,1425,654,6,3,7,5,6,7,5,7,6,3,3,2,Completed,1.44,2.75,1.45,2.97,1.5,3.01,1.45,2.8
5,Melbourne,Australian Open,15/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Hijikata R.,25,71,1511,782,3,6,6,3,6,2,6,7,7,6,3,2,Completed,1.62,2.3,1.68,2.34,1.7,2.44,1.61,2.33
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Michelsen A.,Mccabe J.,91,269,656,214,7,6,3,6,6,1,6,2,,,3,1,Completed,1.17,5,1.19,5.48,1.21,5.48,1.18,4.97
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Lehecka J.,Zapata Miralles B.,23,78,1555,715,6,3,6,2,6,3,,,,,3,0,Completed,1.07,9,1.06,13.84,1.08,13.84,1.06,9.98
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Norrie C.,Varillas J. P.,22,81,1710,709,6,4,6,4,6,2,,,,,3,0,Completed,1.1,7,1.13,7.18,1.17,7.18,1.13,6.18
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Cazaux A.,Djere L.,122,33,529,1250,6,2,6,7,6,2,3,6,6,2,3,2,Completed,2.1,1.73,2,1.91,2.21,1.91,2.04,1.79
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Fils A.,Vesely J.,34,293,1233,188,4,6,7,5,6,2,6,3,,,3,1,Completed,1.08,8,1.11,8.44,1.13,9.19,1.09,7.49
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Griekspoor T.,Safiullin R.,31,36,1410,1190,2,6,3,6,7,6,6,4,7,5,3,2,Completed,2.63,1.5,2.73,1.52,2.75,1.58,2.57,1.52
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Zeppieri G.,Lajovic D.,133,51,487,939,6,3,3,6,6,3,7,6,,,3,1,Completed,2,1.8,1.98,1.93,2.1,1.93,2,1.82
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Ruud C.,Ramos-Vinolas A.,11,85,2910,688,6,1,6,3,6,1,,,,,3,0,Completed,1.02,19,1.05,16.05,1.05,28,1.02,15.52
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Fucsovics M.,13,70,2775,782,4,6,6,3,7,6,6,2,,,3,1,Completed,1.17,5,1.15,6.57,1.18,6.57,1.16,5.36
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Purcell M.,Valkusz M.,45,214,1021,291,3,6,7,6,6,4,7,5,,,3,1,Completed,1.29,3.75,1.35,3.51,1.36,3.77,1.31,3.48
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Klein L.,Kwon S.W.,163,697,391,40,7,6,4,6,7,6,6,3,,,3,1,Completed,1.33,3.4,1.36,3.45,1.38,3.67,1.34,3.3
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Draper J.,Giron M.,55,66,911,825,6,4,3,6,4,6,6,0,6,2,3,2,Completed,1.25,4,1.25,4.51,1.3,4.51,1.24,4.06
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Rune H.,Nishioka Y.,8,61,3815,865,6,2,4,6,7,6,6,4,,,3,1,Completed,1.11,6.5,1.14,7.03,1.14,7.03,1.12,6.39
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Nagal S.,Bublik A.,137,27,450,1459,6,4,6,2,7,6,,,,,3,0,Completed,5,1.17,5.18,1.2,5.18,1.2,4.78,1.19
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Shang J.,Mcdonald M.,140,42,435,1055,6,3,1,6,3,6,6,4,6,2,3,2,Completed,1.67,2.2,1.77,2.18,1.77,2.29,1.71,2.15
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Paul T.,Barrere G.,14,83,2670,696,6,2,6,3,6,3,,,,,3,0,Completed,1.11,6.5,1.16,6.31,1.16,7,1.12,6.15
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Ofner S.,80,37,711,1141,7,6,2,6,6,7,6,1,7,6,3,2,Completed,2,1.8,2.04,1.87,2.08,1.87,1.99,1.82
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Evans D.,46,38,1005,1121,4,6,7,6,6,2,7,6,,,3,1,Completed,1.8,2,1.85,2.07,1.88,2.07,1.8,2.01
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Koepfer D.,6,62,4275,858,4,6,6,3,7,6,6,3,,,3,1,Completed,1.06,10,1.07,11.89,1.09,11.89,1.06,9.55
5,Melbourne,Australian Open,16/01/2024,Grand Slam,Outdoor,Hard,1st Round,5,Alcaraz C.,Gasquet R.,2,131,8855,500,7,6,6,1,6,2,,,,,3,0,Completed,1.02,19,1.01,40.62,1.05,40.62,1.02,17.45
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Sinner J.,De Jong J.,4,161,6490,393,6,2,6,2,6,2,,,,,3,0,Completed,1.02,21,1.02,27.16,1.03,28,1.02,17.56
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Arnaldi M.,10,41,2950,1077,6,3,6,0,6,3,,,,,3,0,Completed,1.17,5,1.2,5.24,1.23,5.24,1.18,4.83
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Baez S.,Galan D.E.,29,87,1435,676,7,5,2,6,6,2,6,4,,,3,1,Completed,1.4,3,1.44,2.97,1.44,3.06,1.41,2.9
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Cobolli F.,Kotov P.,100,65,617,835,7,5,6,3,5,7,6,2,,,3,1,Completed,2.5,1.53,2.52,1.6,2.55,1.6,2.45,1.55
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Van Assche L.,Musetti L.,79,28,715,1440,6,3,3,6,6,7,6,3,6,0,3,2,Completed,2.75,1.44,2.75,1.51,2.9,1.51,2.76,1.45
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Kovacevic A.,15,101,2430,611,6,4,6,3,4,6,6,3,,,3,1,Completed,1.14,5.5,1.17,6.02,1.18,6.25,1.15,5.4
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Fritz T.,Gaston H.,12,97,2840,626,6,0,6,3,6,1,,,,,3,0,Completed,1.11,6.5,1.14,6.86,1.15,6.86,1.13,6.12
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Marozsan F.,Cerundolo F.,67,21,823,1760,7,6,6,4,6,2,,,,,3,0,Completed,1.57,2.38,1.54,2.66,1.6,2.66,1.55,2.46
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Shelton B.,O Connell C.,16,68,2225,814,6,4,6,1,3,6,7,6,,,3,1,Completed,1.25,4,1.28,4.16,1.29,4.6,1.26,3.94
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Mannarino A.,Munar J.,19,82,1765,706,6,3,6,3,1,6,2,6,6,3,3,2,Completed,1.33,3.4,1.34,3.56,1.38,3.56,1.33,3.33
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Machac T.,Tiafoe F.,75,17,748,2100,6,4,6,4,7,6,,,,,3,0,Completed,2.75,1.44,2.78,1.51,2.86,1.51,2.69,1.47
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Etcheverry T.,Monfils G.,32,76,1375,737,6,4,6,4,6,4,,,,,3,0,Completed,2.38,1.57,2.64,1.55,2.64,1.6,2.48,1.54
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Tsitsipas S.,Thompson J.,7,47,4025,982,4,6,7,6,6,2,7,6,,,3,1,Completed,1.2,4.5,1.25,4.4,1.25,4.54,1.22,4.34
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Korda S.,Halys Q.,26,110,1480,575,6,4,6,4,6,4,,,,,3,0,Completed,1.25,4,1.31,3.85,1.31,4.01,1.26,3.87
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Eubanks C.,5,35,5010,1215,6,4,6,4,6,4,,,,,3,0,Completed,1.07,9,1.09,9.56,1.1,9.56,1.07,8.26
5,Melbourne,Australian Open,17/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Popyrin A.,1,43,11055,1052,6,3,4,6,7,6,6,3,,,3,1,Completed,1.02,19,1.04,19.56,1.05,19.56,1.02,14.37
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Norrie C.,Zeppieri G.,22,133,1710,487,3,6,6,7,6,2,6,4,6,4,3,2,Completed,1.3,3.5,1.41,3.19,1.41,3.53,1.35,3.22
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Michelsen A.,Lehecka J.,91,23,656,1555,4,6,6,3,6,4,6,4,,,3,1,Completed,4.33,1.22,4.11,1.28,4.34,1.3,4,1.25
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Klein L.,6,163,4275,391,7,5,3,6,4,6,7,6,7,6,3,2,Completed,1.06,10,1.07,12.1,1.07,12.1,1.05,9.88
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Ruud C.,Purcell M.,11,45,2910,1021,6,3,6,7,6,3,3,6,7,6,3,2,Completed,1.17,5,1.18,5.62,1.19,5.62,1.16,5.23
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Paul T.,Draper J.,14,55,2670,911,6,2,3,6,6,3,7,5,,,3,1,Completed,1.91,1.91,2.04,1.87,2.04,2.03,1.92,1.88
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Kecmanovic M.,Struff J.L.,60,25,890,1511,6,4,1,6,7,6,1,6,7,6,3,2,Completed,1.5,2.63,1.55,2.64,1.57,2.64,1.52,2.57
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Alcaraz C.,Sonego L.,2,46,8855,1005,6,4,6,7,6,3,7,6,,,3,1,Completed,1.04,13,1.05,15.2,1.05,28,1.03,14.22
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Borges N.,Davidovich Fokina A.,69,24,814,1530,7,6,6,3,6,3,,,,,3,0,Completed,4.5,1.2,4.48,1.25,4.75,1.25,4.36,1.21
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Shang J.,Nagal S.,140,137,435,450,2,6,6,3,7,5,6,4,,,3,1,Completed,1.4,3,1.48,2.86,1.5,3.19,1.44,2.8
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Griekspoor T.,Fils A.,31,34,1410,1233,3,6,6,1,7,5,6,4,,,3,1,Completed,2.38,1.57,2.4,1.65,2.45,1.7,2.34,1.6
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Humbert U.,Zhang Zh.,20,54,1765,911,6,2,5,7,6,1,7,6,,,3,1,Completed,1.4,3,1.41,3.15,1.44,3.16,1.39,3.03
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Kokkinakis T.,13,80,2775,711,6,3,6,2,4,6,6,4,,,3,1,Completed,1.13,6,1.15,6.58,1.16,6.58,1.13,5.89
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Cazaux A.,Rune H.,122,8,529,3815,7,6,6,4,4,6,6,3,,,3,1,Completed,5.5,1.14,5.66,1.18,5.92,1.18,5.44,1.15
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Auger-Aliassime F.,Grenier H.,30,178,1425,340,6,1,3,6,6,1,6,2,,,3,1,Completed,1.13,6,1.11,8.12,1.15,8.12,1.1,6.83
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Hurkacz H.,Mensik J.,9,142,3320,433,6,7,6,1,5,7,6,1,6,3,3,2,Completed,1.25,4,1.26,4.38,1.26,4.5,1.23,4.16
5,Melbourne,Australian Open,18/01/2024,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Ruusuvuori E.,3,53,7555,921,3,6,6,7,6,4,7,6,6,0,3,2,Completed,1.1,7,1.13,7.3,1.18,8,1.11,6.68
5,Melbourne,Australian Open,19/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Khachanov K.,Machac T.,15,75,2430,748,6,4,7,6,4,6,7,6,,,3,1,Completed,1.62,2.3,1.68,2.34,1.68,2.43,1.61,2.32
5,Melbourne,Australian Open,19/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Sinner J.,Baez S.,4,29,6490,1435,6,0,6,1,6,3,,,,,3,0,Completed,1.03,17,1.02,27.15,1.03,30,1.02,17.61
5,Melbourne,Australian Open,19/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Fritz T.,Marozsan F.,12,67,2840,823,3,6,6,4,6,2,6,2,,,3,1,Completed,1.3,3.5,1.32,3.68,1.35,3.68,1.31,3.51
5,Melbourne,Australian Open,19/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Tsitsipas S.,Van Assche L.,7,79,4025,715,6,3,6,0,6,4,,,,,3,0,Completed,1.2,4.5,1.21,5.03,1.25,5.03,1.2,4.6
5,Melbourne,Australian Open,19/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Mannarino A.,Shelton B.,19,16,1765,2225,7,6,1,6,6,7,6,3,6,4,3,2,Completed,3.2,1.36,3.23,1.4,4.12,1.4,3.19,1.36
5,Melbourne,Australian Open,19/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Etcheverry T.,1,32,11055,1375,6,3,6,3,7,6,,,,,3,0,Completed,1.05,11,1.06,13.85,1.09,13.85,1.05,10.36
5,Melbourne,Australian Open,19/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Cobolli F.,10,100,2950,617,6,3,6,3,6,1,,,,,3,0,Completed,1.07,9,1.06,13.01,1.08,13.01,1.06,9.15
5,Melbourne,Australian Open,19/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Korda S.,5,26,5010,1480,6,2,7,6,6,4,,,,,3,0,Completed,1.36,3.2,1.39,3.26,1.42,3.4,1.36,3.15
5,Melbourne,Australian Open,20/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Kecmanovic M.,Paul T.,60,14,890,2670,6,4,3,6,2,6,7,6,6,0,3,2,Completed,3.2,1.36,3.38,1.37,3.38,1.4,3.17,1.36
5,Melbourne,Australian Open,20/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Hurkacz H.,Humbert U.,9,20,3320,1765,3,6,6,1,7,6,6,3,,,3,1,Completed,1.57,2.38,1.68,2.34,1.68,2.45,1.62,2.31
5,Melbourne,Australian Open,20/01/2024,Grand Slam,Outdoor,Hard,3rd Round,5,Cazaux A.,Griekspoor T.,122,31,529,1410,6,3,6,3,6,1,,,,,3,0,Completed,2.3,1.62,2.22,1.74,2.39,1.75,2.22,1.67
